vehicle_id,timestamp,vehicle_type,vehicle_age_years,engine_size_l,vehicle_weight_kg,fuel_type,latitude,longitude,speed_kmph,acceleration_mps2,rpm,gear,throttle_position_pct,brake_pressure_pct,engine_load_pct,road_slope_pct,road_type,traffic_level,ambient_temperature_c,distance_travelled_km,idle_duration_sec,fuel_level_l,fuel_rate_lph,fuel_consumption_l_100km,behavior_label
V002,2026-08-22T14:21:17,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,977.0,0,0.0,39.3,13.0,-0.02,Urban,Medium,28.8,0.0,78,41.81,1.33,99.9,excessive_idling
V002,2026-08-22T14:21:18,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,970.0,0,0.0,38.0,12.7,-0.27,Urban,Medium,25.1,0.0,79,41.81,1.37,99.9,excessive_idling
V002,2026-08-22T14:21:19,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,991.0,0,0.0,59.9,15.4,1.33,Urban,Medium,28.6,0.0,80,41.81,1.28,99.9,excessive_idling
V002,2026-08-22T14:21:20,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,993.0,0,0.0,46.4,15.4,0.66,Urban,Medium,27.4,0.0,81,41.81,1.28,99.9,excessive_idling
V002,2026-08-22T14:21:21,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,967.0,0,0.0,54.6,17.7,-0.11,Urban,Medium,27.3,0.0,82,41.81,1.29,99.9,excessive_idling
V002,2026-08-22T14:21:22,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,969.0,0,0.0,47.4,15.9,1.37,Urban,Medium,29.4,0.0,83,41.81,1.35,99.9,excessive_idling
V002,2026-08-22T14:21:23,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,992.0,0,0.0,35.7,15.6,0.35,Urban,Medium,26.5,0.0,84,41.81,1.32,99.9,excessive_idling
V002,2026-08-22T14:21:24,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,979.0,0,0.0,48.8,13.7,3.11,Urban,Medium,27.2,0.0,85,41.81,1.28,99.9,excessive_idling
V002,2026-08-22T14:21:25,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,953.0,0,0.0,39.5,16.5,0.5,Urban,Medium,27.8,0.0,86,41.81,1.25,99.9,excessive_idling
V002,2026-08-22T14:21:26,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,978.0,0,0.0,42.8,12.5,-0.95,Urban,Medium,25.7,0.0,87,41.81,1.28,99.9,excessive_idling
V002,2026-08-22T14:21:27,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,987.0,0,0.0,32.4,12.7,1.51,Urban,Medium,26.7,0.0,88,41.81,1.27,99.9,excessive_idling
V002,2026-08-22T14:21:28,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,966.0,0,0.0,52.7,16.9,0.12,Urban,Medium,25.8,0.0,89,41.81,1.29,99.9,excessive_idling
V002,2026-08-22T14:21:29,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,983.0,0,0.0,36.3,17.2,-0.81,Urban,Medium,29.5,0.0,90,41.81,1.26,99.9,excessive_idling
V002,2026-08-22T14:21:30,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,988.0,0,0.0,33.4,12.8,-1.17,Urban,Medium,26.5,0.0,91,41.8,1.29,99.9,excessive_idling
V002,2026-08-22T14:21:31,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,974.0,0,0.0,53.5,12.5,-2.64,Urban,Medium,30.0,0.0,92,41.8,1.32,99.9,excessive_idling
V002,2026-08-22T14:21:32,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,961.0,0,0.0,33.0,13.6,0.39,Urban,Medium,30.9,0.0,93,41.8,1.33,99.9,excessive_idling
V002,2026-08-22T14:21:33,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,975.0,0,0.0,58.6,12.5,-1.69,Urban,Medium,29.0,0.0,94,41.8,1.33,99.9,excessive_idling
V002,2026-08-22T14:21:34,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,992.0,0,0.0,43.2,16.9,1.63,Urban,Medium,28.3,0.0,95,41.8,1.33,99.9,excessive_idling
V002,2026-08-22T14:21:35,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,947.0,0,0.0,53.8,17.9,1.31,Urban,Medium,28.9,0.0,96,41.8,1.31,99.9,excessive_idling
V002,2026-08-22T14:21:36,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,983.0,0,0.0,50.1,13.2,-1.7,Urban,Medium,29.6,0.0,97,41.8,1.29,99.9,excessive_idling
V002,2026-08-22T14:21:37,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,996.0,0,0.0,58.7,12.6,-1.88,Urban,Medium,27.5,0.0,98,41.8,1.39,99.9,excessive_idling
V002,2026-08-22T14:21:38,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,992.0,0,0.0,45.8,17.3,0.57,Urban,Medium,27.9,0.0,99,41.8,1.37,99.9,excessive_idling
V002,2026-08-22T14:21:39,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,971.0,0,0.0,33.0,13.2,-0.26,Urban,Medium,28.9,0.0,100,41.8,1.3,99.9,excessive_idling
V002,2026-08-22T14:21:40,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,986.0,0,0.0,57.7,17.9,-0.56,Urban,Medium,31.1,0.0,101,41.8,1.31,99.9,excessive_idling
V002,2026-08-22T14:21:41,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,990.0,0,0.0,45.4,13.6,-1.25,Urban,Medium,27.4,0.0,102,41.8,1.26,99.9,excessive_idling
V002,2026-08-22T14:21:42,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,973.0,0,0.0,37.3,12.8,2.19,Urban,Medium,30.3,0.0,103,41.8,1.23,99.9,excessive_idling
V002,2026-08-22T14:21:43,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,973.0,0,0.0,38.9,14.2,-0.47,Urban,Medium,26.6,0.0,104,41.8,1.26,99.9,excessive_idling
V002,2026-08-22T14:21:44,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,960.0,0,0.0,39.3,12.6,0.84,Urban,Medium,28.2,0.0,105,41.8,1.32,99.9,excessive_idling
V002,2026-08-22T14:21:45,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,994.0,0,0.0,43.4,15.3,0.48,Urban,Medium,27.9,0.0,106,41.8,1.26,99.9,excessive_idling
V002,2026-08-22T14:21:46,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,998.0,0,0.0,58.7,13.6,-1.38,Urban,Medium,28.7,0.0,107,41.8,1.3,99.9,excessive_idling
V002,2026-08-22T14:21:47,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,975.0,0,0.0,57.7,13.6,1.89,Urban,Medium,28.1,0.0,108,41.8,1.33,99.9,excessive_idling
V002,2026-08-22T14:21:48,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,980.0,0,0.0,48.5,15.2,0.06,Urban,Medium,28.2,0.0,109,41.8,1.34,99.9,excessive_idling
V002,2026-08-22T14:21:49,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,1000.0,0,0.0,46.6,16.8,1.68,Urban,Medium,28.1,0.0,110,41.8,1.31,99.9,excessive_idling
V002,2026-08-22T14:21:50,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,1010.0,0,0.0,49.4,17.0,-1.57,Urban,Medium,25.6,0.0,111,41.8,1.24,99.9,excessive_idling
V002,2026-08-22T14:21:51,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,979.0,0,0.0,49.8,16.1,-2.82,Urban,Medium,30.7,0.0,112,41.8,1.26,99.9,excessive_idling
V002,2026-08-22T14:21:52,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,984.0,0,0.0,40.4,12.9,-1.28,Urban,Medium,29.3,0.0,113,41.8,1.33,99.9,excessive_idling
V002,2026-08-22T14:21:53,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,988.0,0,0.0,46.9,14.0,0.11,Urban,Medium,29.9,0.0,114,41.8,1.36,99.9,excessive_idling
V002,2026-08-22T14:21:54,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,957.0,0,0.0,52.1,18.0,3.39,Urban,Medium,27.5,0.0,115,41.8,1.33,99.9,excessive_idling
V002,2026-08-22T14:21:55,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,975.0,0,0.0,38.9,16.4,-1.13,Urban,Medium,25.7,0.0,116,41.8,1.28,99.9,excessive_idling
V002,2026-08-22T14:21:56,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,992.0,0,0.0,53.1,15.1,1.9,Urban,Medium,28.2,0.0,117,41.8,1.33,99.9,excessive_idling
V002,2026-08-22T14:21:57,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,978.0,0,0.0,30.4,13.6,-1.77,Urban,Medium,29.4,0.0,118,41.79,1.32,99.9,excessive_idling
V002,2026-08-22T14:21:58,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,942.0,0,0.0,40.6,14.3,0.58,Urban,Medium,29.5,0.0,119,41.79,1.34,99.9,excessive_idling
V002,2026-08-22T14:21:59,Light Commercial,7,2.8,4179.9,Petrol,19.066753,72.874562,0.0,0.0,988.0,0,0.0,41.8,15.0,0.56,Urban,Medium,26.5,0.0,120,41.79,1.35,99.9,excessive_idling
V003,2026-08-22T08:30:00,Truck,6,6.7,10462.7,Diesel,19.086012,72.87499,39.7,1.56,2155.0,4,62.5,0.0,46.0,-3.9,Urban,High,28.6,0.011,0,100.8,10.56,26.61,downhill_acceleration
V003,2026-08-22T08:30:01,Truck,6,6.7,10462.7,Diesel,19.086125,72.875081,45.4,1.6,1985.0,5,74.2,0.0,50.7,-3.17,Urban,High,27.8,0.024,0,100.8,12.09,26.61,downhill_acceleration
V003,2026-08-22T08:30:02,Truck,6,6.7,10462.7,Diesel,19.08625,72.875181,49.8,1.22,2166.0,5,71.6,0.0,46.7,-3.6,Urban,High,29.5,0.037,0,100.79,13.25,26.61,downhill_acceleration
V003,2026-08-22T08:30:03,Truck,6,6.7,10462.7,Diesel,19.086383,72.875287,53.3,0.97,2274.0,5,50.9,0.0,54.5,-2.77,Urban,High,27.0,0.052,0,100.79,14.18,26.61,downhill_acceleration
V003,2026-08-22T08:30:04,Truck,6,6.7,10462.7,Diesel,19.086529,72.875404,58.2,1.37,2118.0,6,45.5,0.0,50.3,-4.32,Urban,High,26.8,0.068,0,100.79,15.49,26.61,downhill_acceleration
V003,2026-08-22T08:30:05,Truck,6,6.7,10462.7,Diesel,19.086683,72.875527,61.8,1.0,2181.0,6,74.3,0.0,45.1,-2.27,Urban,High,26.1,0.086,0,100.78,16.45,26.61,downhill_acceleration
V003,2026-08-22T08:30:06,Truck,6,6.7,10462.7,Diesel,19.086851,72.875662,67.3,1.52,2334.0,6,64.4,0.0,52.5,-2.69,Urban,High,28.2,0.104,0,100.78,17.9,26.61,downhill_acceleration
V003,2026-08-22T08:30:07,Truck,6,6.7,10462.7,Diesel,19.08703,72.875805,71.5,1.19,2207.0,7,72.1,0.0,41.7,-4.35,Urban,High,27.7,0.124,0,100.77,19.04,26.61,downhill_acceleration
V003,2026-08-22T08:30:08,Truck,6,6.7,10462.7,Diesel,19.087225,72.875961,77.9,1.77,2304.0,7,66.6,0.0,62.4,-2.26,Urban,High,25.1,0.146,0,100.77,20.74,26.61,downhill_acceleration
V003,2026-08-22T08:30:09,Truck,6,6.7,10462.7,Diesel,19.087426,72.876122,80.4,0.7,2109.0,8,59.1,0.0,59.1,-2.51,Urban,High,26.4,0.168,0,100.76,21.41,26.61,downhill_acceleration
V003,2026-08-22T08:30:10,Truck,6,6.7,10462.7,Diesel,19.087635,72.876289,83.7,0.91,2238.0,8,51.0,0.0,54.3,-3.32,Urban,High,29.4,0.191,0,100.75,22.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:11,Truck,6,6.7,10462.7,Diesel,19.087856,72.876466,88.2,1.25,2341.0,8,59.9,0.0,60.3,-2.64,Urban,High,28.4,0.216,0,100.75,23.48,26.61,downhill_acceleration
V003,2026-08-22T08:30:12,Truck,6,6.7,10462.7,Diesel,19.088089,72.876652,93.3,1.4,2428.0,8,50.3,0.0,51.2,-4.3,Urban,High,28.6,0.242,0,100.74,24.82,26.61,downhill_acceleration
V003,2026-08-22T08:30:13,Truck,6,6.7,10462.7,Diesel,19.088327,72.876842,95.0,0.6,2416.0,8,73.2,0.0,62.0,-3.75,Urban,High,25.3,0.268,0,100.73,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:14,Truck,6,6.7,10462.7,Diesel,19.088564,72.877032,95.0,1.66,2484.0,8,58.6,0.0,44.9,-4.19,Urban,High,26.8,0.295,0,100.73,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:15,Truck,6,6.7,10462.7,Diesel,19.088802,72.877222,95.0,0.89,2390.0,8,48.0,0.0,62.3,-2.79,Urban,High,29.0,0.321,0,100.72,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:16,Truck,6,6.7,10462.7,Diesel,19.089039,72.877412,95.0,0.9,2429.0,8,47.5,0.0,61.7,-2.85,Urban,High,28.7,0.347,0,100.71,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:17,Truck,6,6.7,10462.7,Diesel,19.089277,72.877602,95.0,0.86,2454.0,8,67.0,0.0,43.5,-4.46,Urban,High,27.9,0.374,0,100.71,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:18,Truck,6,6.7,10462.7,Diesel,19.089514,72.877792,95.0,0.89,2450.0,8,74.8,0.0,57.2,-4.17,Urban,High,26.1,0.4,0,100.7,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:19,Truck,6,6.7,10462.7,Diesel,19.089752,72.877982,95.0,1.34,2357.0,8,57.4,0.0,43.0,-3.87,Urban,High,27.4,0.427,0,100.69,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:20,Truck,6,6.7,10462.7,Diesel,19.089989,72.878172,95.0,1.41,2440.0,8,45.2,0.0,46.4,-4.15,Urban,High,27.4,0.453,0,100.68,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:21,Truck,6,6.7,10462.7,Diesel,19.090227,72.878362,95.0,1.22,2426.0,8,48.6,0.0,49.3,-2.78,Urban,High,29.7,0.479,0,100.68,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:22,Truck,6,6.7,10462.7,Diesel,19.090464,72.878552,95.0,1.17,2412.0,8,70.5,0.0,56.1,-4.01,Urban,High,30.1,0.506,0,100.67,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:23,Truck,6,6.7,10462.7,Diesel,19.090702,72.878742,95.0,1.57,2467.0,8,46.3,0.0,41.2,-3.8,Urban,High,29.1,0.532,0,100.66,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:24,Truck,6,6.7,10462.7,Diesel,19.090939,72.878932,95.0,1.71,2445.0,8,73.0,0.0,60.9,-2.28,Urban,High,30.8,0.558,0,100.66,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:25,Truck,6,6.7,10462.7,Diesel,19.091177,72.879122,95.0,0.98,2503.0,8,73.1,0.0,59.8,-3.93,Urban,High,28.3,0.585,0,100.65,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:26,Truck,6,6.7,10462.7,Diesel,19.091414,72.879312,95.0,1.15,2379.0,8,61.6,0.0,62.6,-3.45,Urban,High,26.9,0.611,0,100.64,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:27,Truck,6,6.7,10462.7,Diesel,19.091652,72.879502,95.0,0.77,2490.0,8,58.1,0.0,48.9,-3.35,Urban,High,26.2,0.638,0,100.63,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:28,Truck,6,6.7,10462.7,Diesel,19.091889,72.879692,95.0,1.68,2436.0,8,68.3,0.0,58.3,-4.07,Urban,High,29.6,0.664,0,100.63,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:29,Truck,6,6.7,10462.7,Diesel,19.092127,72.879882,95.0,1.13,2394.0,8,47.8,0.0,56.0,-4.25,Urban,High,26.1,0.69,0,100.62,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:30,Truck,6,6.7,10462.7,Diesel,19.092364,72.880072,95.0,1.34,2423.0,8,53.7,0.0,56.2,-4.32,Urban,High,28.8,0.717,0,100.61,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:31,Truck,6,6.7,10462.7,Diesel,19.092602,72.880262,95.0,1.42,2420.0,8,64.4,0.0,60.9,-2.65,Urban,High,26.3,0.743,0,100.61,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:32,Truck,6,6.7,10462.7,Diesel,19.092839,72.880452,95.0,0.82,2401.0,8,68.7,0.0,55.1,-3.52,Urban,High,28.5,0.77,0,100.6,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:33,Truck,6,6.7,10462.7,Diesel,19.093077,72.880642,95.0,1.51,2450.0,8,74.0,0.0,63.4,-3.19,Urban,High,28.2,0.796,0,100.59,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:34,Truck,6,6.7,10462.7,Diesel,19.093314,72.880832,95.0,1.39,2442.0,8,70.2,0.0,40.8,-3.26,Urban,High,30.2,0.822,0,100.59,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:35,Truck,6,6.7,10462.7,Diesel,19.093552,72.881022,95.0,0.87,2462.0,8,71.7,0.0,59.0,-3.89,Urban,High,27.5,0.849,0,100.58,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:36,Truck,6,6.7,10462.7,Diesel,19.093789,72.881212,95.0,0.97,2444.0,8,46.9,0.0,50.6,-2.36,Urban,High,26.9,0.875,0,100.57,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:37,Truck,6,6.7,10462.7,Diesel,19.094027,72.881402,95.0,0.65,2461.0,8,54.6,0.0,41.8,-2.46,Urban,High,28.7,0.902,0,100.56,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:38,Truck,6,6.7,10462.7,Diesel,19.094264,72.881592,95.0,1.68,2481.0,8,74.0,0.0,42.8,-3.58,Urban,High,28.4,0.928,0,100.56,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:39,Truck,6,6.7,10462.7,Diesel,19.094502,72.881782,95.0,1.07,2467.0,8,56.5,0.0,49.2,-4.34,Urban,High,28.2,0.954,0,100.55,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:40,Truck,6,6.7,10462.7,Diesel,19.094739,72.881972,95.0,0.88,2432.0,8,74.1,0.0,63.8,-3.38,Urban,High,28.3,0.981,0,100.54,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:41,Truck,6,6.7,10462.7,Diesel,19.094977,72.882162,95.0,1.32,2418.0,8,52.1,0.0,50.7,-2.95,Urban,High,28.3,1.007,0,100.54,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:42,Truck,6,6.7,10462.7,Diesel,19.095214,72.882352,95.0,0.89,2440.0,8,46.1,0.0,55.0,-3.6,Urban,High,29.5,1.033,0,100.53,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:43,Truck,6,6.7,10462.7,Diesel,19.095452,72.882542,95.0,0.7,2461.0,8,49.9,0.0,62.5,-2.49,Urban,High,27.1,1.06,0,100.52,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:44,Truck,6,6.7,10462.7,Diesel,19.095689,72.882732,95.0,0.82,2424.0,8,52.3,0.0,57.9,-2.54,Urban,High,30.1,1.086,0,100.52,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:45,Truck,6,6.7,10462.7,Diesel,19.095927,72.882922,95.0,0.69,2434.0,8,62.8,0.0,48.2,-3.11,Urban,High,28.5,1.113,0,100.51,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:46,Truck,6,6.7,10462.7,Diesel,19.096164,72.883112,95.0,0.71,2467.0,8,56.4,0.0,61.3,-3.88,Urban,High,26.3,1.139,0,100.5,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:47,Truck,6,6.7,10462.7,Diesel,19.096402,72.883302,95.0,0.89,2416.0,8,68.8,0.0,50.7,-3.28,Urban,High,27.2,1.165,0,100.49,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:48,Truck,6,6.7,10462.7,Diesel,19.096639,72.883492,95.0,1.6,2410.0,8,68.7,0.0,59.0,-4.08,Urban,High,27.2,1.192,0,100.49,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:49,Truck,6,6.7,10462.7,Diesel,19.096877,72.883682,95.0,1.62,2412.0,8,58.6,0.0,60.0,-2.27,Urban,High,26.6,1.218,0,100.48,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:50,Truck,6,6.7,10462.7,Diesel,19.097114,72.883872,95.0,0.65,2341.0,8,69.9,0.0,60.0,-2.21,Urban,High,27.7,1.245,0,100.47,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:51,Truck,6,6.7,10462.7,Diesel,19.097352,72.884062,95.0,1.02,2478.0,8,63.8,0.0,50.5,-3.99,Urban,High,27.7,1.271,0,100.47,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:52,Truck,6,6.7,10462.7,Diesel,19.097589,72.884252,95.0,1.53,2411.0,8,50.4,0.0,62.1,-2.31,Urban,High,26.6,1.297,0,100.46,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:53,Truck,6,6.7,10462.7,Diesel,19.097827,72.884442,95.0,0.68,2444.0,8,65.6,0.0,51.5,-3.75,Urban,High,26.0,1.324,0,100.45,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:54,Truck,6,6.7,10462.7,Diesel,19.098064,72.884632,95.0,1.5,2419.0,8,72.2,0.0,41.0,-2.69,Urban,High,28.5,1.35,0,100.45,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:55,Truck,6,6.7,10462.7,Diesel,19.098302,72.884822,95.0,1.36,2429.0,8,47.9,0.0,45.9,-4.34,Urban,High,27.3,1.377,0,100.44,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:56,Truck,6,6.7,10462.7,Diesel,19.098539,72.885012,95.0,1.54,2402.0,8,67.8,0.0,51.9,-3.57,Urban,High,30.1,1.403,0,100.43,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:57,Truck,6,6.7,10462.7,Diesel,19.098777,72.885202,95.0,1.06,2409.0,8,68.6,0.0,58.2,-4.15,Urban,High,28.5,1.429,0,100.42,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:58,Truck,6,6.7,10462.7,Diesel,19.099014,72.885392,95.0,1.33,2512.0,8,51.9,0.0,53.3,-4.23,Urban,High,26.9,1.456,0,100.42,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:30:59,Truck,6,6.7,10462.7,Diesel,19.099252,72.885582,95.0,1.33,2468.0,8,63.8,0.0,43.9,-3.25,Urban,High,26.3,1.482,0,100.41,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:00,Truck,6,6.7,10462.7,Diesel,19.099489,72.885772,95.0,1.53,2435.0,8,51.4,0.0,49.3,-4.46,Urban,High,26.1,1.508,0,100.4,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:01,Truck,6,6.7,10462.7,Diesel,19.099727,72.885962,95.0,1.53,2424.0,8,71.1,0.0,64.1,-2.6,Urban,High,27.7,1.535,0,100.4,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:02,Truck,6,6.7,10462.7,Diesel,19.099964,72.886152,95.0,1.61,2468.0,8,53.8,0.0,48.8,-4.19,Urban,High,26.3,1.561,0,100.39,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:03,Truck,6,6.7,10462.7,Diesel,19.100202,72.886342,95.0,1.26,2447.0,8,69.9,0.0,56.1,-3.14,Urban,High,29.7,1.588,0,100.38,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:04,Truck,6,6.7,10462.7,Diesel,19.100439,72.886532,95.0,1.5,2411.0,8,62.1,0.0,61.0,-3.09,Urban,High,29.8,1.614,0,100.38,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:05,Truck,6,6.7,10462.7,Diesel,19.100677,72.886722,95.0,1.1,2420.0,8,62.0,0.0,64.9,-3.28,Urban,High,27.0,1.64,0,100.37,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:06,Truck,6,6.7,10462.7,Diesel,19.100914,72.886912,95.0,1.36,2409.0,8,46.9,0.0,64.3,-4.23,Urban,High,28.0,1.667,0,100.36,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:07,Truck,6,6.7,10462.7,Diesel,19.101152,72.887102,95.0,1.19,2428.0,8,60.8,0.0,45.9,-3.61,Urban,High,24.4,1.693,0,100.35,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:08,Truck,6,6.7,10462.7,Diesel,19.101389,72.887292,95.0,1.75,2426.0,8,46.6,0.0,52.6,-3.25,Urban,High,28.3,1.72,0,100.35,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:09,Truck,6,6.7,10462.7,Diesel,19.101627,72.887482,95.0,0.7,2406.0,8,61.8,0.0,44.5,-2.41,Urban,High,26.8,1.746,0,100.34,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:10,Truck,6,6.7,10462.7,Diesel,19.101864,72.887672,95.0,1.41,2418.0,8,67.3,0.0,48.1,-3.34,Urban,High,27.6,1.772,0,100.33,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:11,Truck,6,6.7,10462.7,Diesel,19.102102,72.887862,95.0,0.79,2377.0,8,67.8,0.0,47.9,-2.7,Urban,High,28.3,1.799,0,100.33,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:12,Truck,6,6.7,10462.7,Diesel,19.102339,72.888052,95.0,1.33,2446.0,8,74.5,0.0,61.6,-2.73,Urban,High,27.1,1.825,0,100.32,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:13,Truck,6,6.7,10462.7,Diesel,19.102577,72.888242,95.0,1.28,2418.0,8,51.4,0.0,43.2,-3.67,Urban,High,30.4,1.852,0,100.31,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:14,Truck,6,6.7,10462.7,Diesel,19.102814,72.888432,95.0,1.66,2447.0,8,47.4,0.0,45.3,-3.8,Urban,High,25.6,1.878,0,100.3,25.28,26.61,downhill_acceleration
V003,2026-08-22T08:31:15,Truck,6,6.7,10462.7,Diesel,19.103052,72.888622,95.0,1.37,2412.0,8,64.9,0.0,58.7,-4.48,Urban,High,29.6,1.904,0,100.3,25.28,26.61,downhill_acceleration
